"FRS_FACILITY_DETAIL_REPORT_URL","REGISTRY_ID","PRIMARY_NAME","LOCATION_ADDRESS","SUPPLEMENTAL_LOCATION","CITY_NAME","COUNTY_NAME","FIPS_CODE","STATE_CODE","STATE_NAME","COUNTRY_NAME","POSTAL_CODE","FEDERAL_FACILITY_CODE","FEDERAL_AGENCY_NAME","TRIBAL_LAND_CODE","TRIBAL_LAND_NAME","CONGRESSIONAL_DIST_NUM","CENSUS_BLOCK_CODE","HUC_CODE","EPA_REGION_CODE","SITE_TYPE_NAME","LOCATION_DESCRIPTION","CREATE_DATE","UPDATE_DATE","US_MEXICO_BORDER_IND","LATITUDE83","LONGITUDE83","CONVEYOR","COLLECT_DESC","ACCURACY_VALUE","REF_POINT_DESC","HDATUM_DESC","SOURCE_DESC"
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000340989","110000340989","CMC REBAR","9434 CROSSROADS PKWY","","FREDERICKSBURG","SPOTSYLVANIA","51177","VA","","USA","22408","","","","","01","511770202051023","02080104","03","STATIONARY","","01-MAR-2000 00:00:00","22-JUL-2015 16:25:45","","38.21846","-77.43873","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000340998","110000340998","W.R. GRACE & CO. CONN. GRACE CONSTRUCTION PRODUCTS","4711 A EWELL RD.","","FREDERICKSBURG","SPOTSYLVANIA","51177","VA","VIRGINIA","USA","22408","","","","","01","511770203042000","02080104","03","STATIONARY","","01-MAR-2000 00:00:00","04-NOV-2011 09:04:40","","38.253425","-77.503661","EPA_SLT","INTERPOLATION-PHOTO","1","CENTER OF FACILITY","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341005","110000341005","POTOMAC SUPPLY LLC","1398 KINSALE HWY.","","KINSALE","WESTMORELAND","51193","VA","VIRGINIA","USA","22488-2435","","","","","01","511930101003084","02070011","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:24:48","","38.02433","-76.59135","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341023","110000341023","OMEGA PROTEIN INC","610 MENHADEN RD.","","REEDVILLE","NORTHUMBERLAND","51133","VA","VIRGINIA","USA","22539","","","","","","511330203003019","02080102","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 13:53:05","","37.829281","-76.277158","EIS","INTERPOLATION-SATELLITE","10000","","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341041","110000341041","QUALITY AUTOMOTIVE CO. US AUTOMOTIVE MFG.","RTE. 627 1076 AIRPORT RD. AIRPORT INDL. PARK","","TAPPAHANNOCK","ESSEX","51057","VA","VIRGINIA","USA","22560","","","","","01","510579507003017","02080104","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:27:05","","37.920102","-76.876454","FRS-TRIS","UNKNOWN","10000","FACILITY CENTROID","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341069","110000341069","CIVES STEEL CO MID ATLANTIC DIV","210 CIVES LANE","","WINCHESTER","FREDERICK","51069","VA","VIRGINIA","USA","22603-5405","","","","","10","510690511023003","02070004","03","STATIONARY","","01-MAR-2000 00:00:00","14-APR-2015 17:23:42","","39.21185","-78.15061","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341103","110000341103","GREEN BAY PACKAGING INC. WINCHESTER COATED PRODUCTS DIV.","285 PARK CENTER DRIVE","","WINCHESTER","FREDERICK","51069","VA","VIRGINIA","USA","22603-5755","","","","","10","510690511022009","02070004","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:27:25","","39.208885","-78.142936","EIS","UNKNOWN","10000","FACILITY CENTROID","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341112","110000341112","NEW BEDFORD TECHNOLOGY LLC","148-1 LENOIR DRIVE","","WINCHESTER","FREDERICK","51069","VA","VIRGINIA","USA","22603-4606","","","","","10","510690502003036","02070004","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 13:39:46","","39.21881","-78.14778","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341121","110000341121","SIEMENS VDO AUTOMOTIVE","188 BROOKE ROAD","","WINCHESTER","FREDERICK","51069","VA","VIRGINIA","USA","22603-5798","","","","","10","510690511022037","02070004","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:19:30","","39.19822","-78.15119","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341130","110000341130","VIRGINIA HARBOR SERVICES INC","3470 MARTINSBURG PIKE","","CLEAR BROOK","FREDERICK","51069","VA","VIRGINIA","USA","226240098","","","","","10","510690501002055","02070004","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:17:13","","39.25888","-78.09224","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341149","110000341149","AXALTA COATING SYSTEMS LLC-FRONT ROYAL PLANT","7961 WINCHESTER ROAD","","FRONT ROYAL","WARREN","51187","VA","VIRGINIA","USA","22630-6901","","","","","10","511870202003060","02070007","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:19:43","","38.981036","-78.174118","RCRAINFO","CLASSICAL SURVEYING TECHNIQUES","1","UNKNOWN","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341158","110000341158","QUARLES PETROLEUM INC FRONT ROYAL BULK PLANT","195 COMMERCE AVE.","","FRONT ROYAL","WARREN","51187","VA","VIRGINIA","USA","22630-4418","","","","","10","511870205003057","02070005","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:15:52","","38.915587","-78.185742","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341167","110000341167","RPS COMPOSITES VIRGINIA INC","211 E. 4TH. ST.","","FRONT ROYAL","WARREN","51187","VA","VIRGINIA","USA","226304414","","","","","10","511870205003021","02070005","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 13:54:33","","38.92364","-78.18972","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341176","110000341176","TORAY PLASTICS (AMERICA) INC","500 TORAY DR.","","FRONT ROYAL","WARREN","51187","VA","VIRGINIA","USA","22630","","","","","10","511870202003057","02070007","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:09:09","","38.98969","-78.172197","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341185","110000341185","VALLEY DISCOUNT FUEL CO","118 WATER ST","","FRONT ROYAL","WARREN","51187","VA","VIRGINIA","USA","22630","","","","","10","511870205002026","02070005","03","STATIONARY","","01-MAR-2000 00:00:00","04-NOV-2011 08:55:12","","38.919241","-78.188692","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341194","110000341194","VALLEY MILK PRODUCTS","412 EAST KING STREET","","STRASBURG","SHENANDOAH","51171","VA","VIRGINIA","USA","22657-2433","","","","","06","511710401002025","02070006","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:26:37","","38.98779","-78.35636","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341201","110000341201","RR DONNELLEY STRASBURG DIV","1 SHENANDOAH VALLEY DR.","","STRASBURG","SHENANDOAH","51171","VA","VIRGINIA","USA","22657","","","","","06","511710401002027","02070006","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 13:58:11","","38.98166","-78.35058","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341210","110000341210","LEAR CORPORATION - STRASBURG","806 E. QUEEN ST.","","STRASBURG","SHENANDOAH","51171","VA","VIRGINIA","USA","226570181","","","","","06","511710401002030","02070006","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:28:00","","38.98223","-78.3533","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341229","110000341229","CULPEPER WOOD PRESERVERS","15487 BRAGGS CORNER ROAD","","CULPEPER","CULPEPER","51047","VA","VIRGINIA","USA","22701-2536","","","","","07","510479303001071","02080103","03","STATIONARY","","01-MAR-2000 00:00:00","22-JUL-2015 15:58:34","","38.48333","-77.96","SUPERFUND NPL","INTERPOLATION - DIGITAL MAP SRCE (TIGER)","5","OTHER","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341247","110000341247","QUARLES PETROLEUM - CULPEPER BULK PLANT","15427 BRANDY RD.","","CULPEPER","CULPEPER","51047","VA","VIRGINIA","USA","22701","","","","","07","510479303001013","02080103","03","STATIONARY","","01-MAR-2000 00:00:00","22-JUL-2015 16:04:57","","38.48617","-77.96239","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341256","110000341256","TE CONNECTIVITY ROCHESTER WIRE & CABLE","751 OLD BRANDY RD","","CULPEPER","CULPEPER","51047","VA","VIRGINIA","USA","22701-2874","","","","","07","510479303001093","02080103","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:26:08","","38.47891","-77.98365","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341283","110000341283","FIBERGLASS ENGINEERING CO","5019 AIRPORT RD.","","MIDLAND","FAUQUIER","51061","VA","VIRGINIA","USA","22728","","","","","01","510619307051081","02070010","03","STATIONARY","","01-MAR-2000 00:00:00","22-JUL-2015 16:19:53","","38.59073","-77.70856","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341292","110000341292","GILMER INDUSTRIES INC","560 STONE SPRING RD","","HARRISONBURG","HARRISONBURG (CITY)","51660","VA","VIRGINIA","USA","22801","","","","","06","516600002031026","02070005","03","STATIONARY","","01-MAR-2000 00:00:00","22-JUL-2015 16:11:58","","38.4196","-78.88445","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341309","110000341309","TYCO ELECTRONICS CORP. BLDG 151","1175 NORTH MAIN STREET","","HARRISONBURG","HARRISONBURG CITY","51660","VA","VIRGINIA","USA","22802-4630","","","","","06","516600001011003","02070006","03","STATIONARY","","01-MAR-2000 00:00:00","03-MAY-2015 20:58:17","","38.460695","-78.854921","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341318","110000341318","QUARLES PETROLEUM INC HARRISONBURG BULK PLANT","1006 W. MARKET ST.","","HARRISONBURG","HARRISONBURG CITY","51","VA","VIRGINIA","USA","22801","","","","","06","516600004021007","02070005","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:12:25","","38.45269","-78.88538","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341354","110000341354","BRIDGEWATER PROCESSING PLANT FACILITY #08","100 QUALITY ST..","","BRIDGEWATER","ROCKINGHAM","51165","VA","VIRGINIA","USA","22812","","","","","06","511650115001040","02070005","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:27:59","","38.38897","-78.96977","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341363","110000341363","CARGILL MEAT SOLUTIONS INC","135 HUFFMAN DRIVE","","DAYTON","ROCKINGHAM","51165","VA","VIRGINIA","USA","22821","","","","","06","511650114002091","02070005","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:26:32","","38.413889","-78.936944","FRS-TRIS","INTERPOLATION-PHOTO","25","CENTER OF FACILITY","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341372","110000341372","MOUNTAIN VIEW RENDERING COMP","173 ROCCO RD.","","EDINBURG","SHENANDOAH","51171","VA","VIRGINIA","USA","22824","","","","","06","511710405004012","02070006","03","STATIONARY","","01-MAR-2000 00:00:00","04-JUN-2015 11:16:43","","38.87601","-78.6099","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341381","110000341381","MERCK SHARP & DOHME CORP","2778 SOUTH EASTSIDE HIGHWAY","","ELKTON","ROCKINGHAM","51165","VA","VIRGINIA","USA","22827-3628","","","","","06","511650101002112","02070005","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:27:00","","38.38433","-78.65199","EIS","UNKNOWN","400","FACILITY CENTROID","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341390","110000341390","WWF OPERATING CO","6364 SOUTH VALLEY PIKE","","MOUNT CRAWFORD","ROCKINGHAM","51165","VA","VIRGINIA","USA","22841-2370","","","","","06","511650116001083","02070005","03","STATIONARY","","01-MAR-2000 00:00:00","25-JUN-2015 15:36:33","","38.366389","-78.937778","FRS","CLASSICAL SURVEYING TECHNIQUES","25","CENTER OF FACILITY","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000341407","110000341407","MASCO CABINETRY","1325 INDUSTRIAL PARK ROAD","","MOUNT JACKSON","SHENANDOAH","51171","VA","VIRGINIA","USA","22842","","","","","06","511710407003059","02070006","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:13:46","","38.73083","-78.65556","E-PLAN","ADDRESS MATCHING-HOUSE NUMBER","","CENTER OF FACILITY","NAD83",""
